α,k_avg,Δλ_avg
0.0,5.078779999999999,0.9996556542626478
0.0,6.0335,0.9995011929128009
0.0,7.004760000000002,0.9993305899189708
0.0,7.992820000000004,0.9991383629495284
0.0,9.000660000000003,0.9988822797397319
0.0,9.99696,0.9985330173831852
0.0,11.026659999999998,0.9981552350054962
0.0,12.007400000000002,0.9976850002942967
0.0,13.008999999999999,0.9971778897799541
0.0,13.998659999999997,0.9966168232061356
0.0,15.015000000000002,0.9961807974354336
0.0,16.00584,0.9956564917463535
0.0,17.005879999999998,0.9951547582053515
0.0,17.989079999999998,0.994276594010034
0.0,18.975739999999995,0.9939524519644952
0.0,20.0046,0.9935276343232067
0.0,20.97966000000001,0.9927737062558897
0.0,21.993319999999997,0.9920522849387768
0.0,22.99856000000001,0.991426875856877
0.0,23.985259999999997,0.9910535146974253
0.0,24.97034000000001,0.9902065010308734
0.0,26.020279999999993,0.9897247656249877
0.0,27.009420000000006,0.9889346149265609
0.0,27.99196,0.9882471560364309
0.0,29.023479999999996,0.9875734350004695
0.0,29.96928000000001,0.9869030546156139
0.0,30.99846,0.9861636854455971
0.0,31.989840000000004,0.985528041174384
0.0,33.0247,0.9848143829087612
0.0,34.0171,0.9841552030186267
0.0,35.05217999999999,0.9833764736149729
0.0,36.03063999999999,0.9825296626983967
0.0,37.018220000000014,0.9820506118772844
0.0,38.00886,0.9811112964139341
0.0,38.97297999999999,0.9805398184382937
0.0,40.030339999999995,0.9796879437405563
0.0,41.04234,0.9789478138161827
0.0,42.016540000000006,0.9784694986239615
0.0,43.03931999999999,0.9776473816504602
0.0,43.99647999999999,0.9770963042778631
0.0,45.01976000000003,0.9761585525971429
0.0,45.98652000000001,0.9755084854112555
0.0,46.978739999999995,0.9744969773124962
0.0,47.980940000000004,0.9736566193642356
0.0,48.98712,0.973211601450087
0.0,49.998480000000015,0.9724590635392587
0.0,51.02366000000001,0.9716002660643849
0.0,52.04664,0.9710557296309434
0.0,52.97961999999998,0.9700809487706814
0.0,54.01274,0.9694494584964706
0.0,55.04253999999996,0.9686506359020399
0.0,55.982340000000015,0.9675225355728196
0.0,57.00335999999999,0.9669850940419923
0.0,58.03166,0.9663074424805727
0.0,59.00857999999998,0.9655148782743492
0.0,59.943340000000006,0.9648424888840158
0.0,60.94822000000002,0.9641220452365984
0.0,62.023900000000005,0.9630132205045614
0.0,62.985499999999995,0.962502864234132
0.0,64.01019999999998,0.961942589978654
0.0,65.02364,0.9607710277120957
0.0,66.05581999999997,0.9602966416990439
0.0,66.92886,0.9589796961729102
0.0,67.96736000000001,0.9582264170041062
0.0,68.99891999999998,0.957910140341935
0.0,70.07772000000001,0.9565353811569883
0.0,71.00274,0.9556750859747002
0.0,71.92312000000003,0.9553624563879062
0.0,73.02985999999997,0.954125541274729
0.0,74.01947999999999,0.9533767340945747
0.0,74.99191999999998,0.9528391139407624
0.0,75.97946,0.9523025378270011
0.0,76.98055999999998,0.9509560557569898
0.0,78.00718000000002,0.9502334191502797
0.0,79.03050000000002,0.9493825051946555
0.0,79.98392000000003,0.9483780641550679
0.0,80.93984000000002,0.94779312015646
0.0,81.95018,0.9471313141368743
0.0,82.99957999999998,0.9462609615316938
0.0,83.98589999999994,0.9452937732070051
0.0,84.9921,0.9442627497532708
0.0,86.00269999999996,0.9438952443976764
0.0,86.99770000000004,0.9422410757638474
0.0,87.96735999999997,0.9424941923295269
0.0,89.00289999999995,0.9414372264940368
0.0,90.02826,0.9404117096837639
0.0,91.00030000000001,0.9395250615630946
0.0,92.04922,0.9384904275464165
0.0,92.94472,0.9379366811682709
0.0,94.06097999999996,0.9369944038351118
0.0,94.94465999999998,0.9362469627195378
0.0,95.97160000000004,0.9351981030483529
0.0,97.02168000000002,0.9345559626830591
0.0,97.91271999999998,0.9338475397688112
0.0,98.95714,0.9328059356297177
0.0,100.02232000000005,0.9319944398518814
0.0,101.00045999999996,0.9313858692372523
0.0,101.92940000000003,0.9302170512427271
0.0,103.01340000000003,0.9291687534366673
0.0,103.92989999999992,0.9284268394402343
0.0,105.01190000000003,0.9277474696670125
0.0,106.00934000000002,0.9267597121243705
0.0,107.00665999999995,0.9260451570097549
0.0,108.06865999999992,0.9253891995911354
0.0,109.02723999999994,0.9243268158030367
0.0,109.98059999999995,0.9231276015674575
0.0,111.08734,0.9228492339011594
0.0,111.97428000000002,0.9218724563220095
0.0,112.93166000000002,0.9210384616888011
0.0,113.984,0.9206047703361445
0.0,114.98000000000006,0.9188129285728869
0.0,115.92111999999999,0.918504275014168
0.0,117.00908,0.9173136367022198
0.0,118.06032000000003,0.917091805283967
0.0,118.96902000000006,0.915661220350623
0.0,120.13759999999996,0.9150490359045942
0.0,120.94994000000001,0.9137182568132974
0.0,122.08208000000006,0.9129681274748223
0.0,123.07337999999999,0.9123739727027146
0.0,123.98986000000006,0.9112977636262678
0.0,124.97259999999999,0.9106058722296784
0.0,125.99503999999996,0.9099331969605265
0.0,126.93248000000007,0.909057708268763
0.0,127.98126,0.9083161450351807
0.0,128.94114,0.907221431759129
0.0,129.99790000000004,0.906194049804704
0.0,130.98555999999996,0.9051361295409924
0.0,131.95679999999996,0.904635110850062
0.0,133.04408,0.9035278817500263
0.0,134.02599999999998,0.9027233238312824
0.0,135.00270000000003,0.902089151415234
0.0,136.02094,0.9006977625114665
0.0,137.05325999999994,0.899612970454027
0.0,137.98526000000004,0.899318483813677
0.0,138.93392,0.8985479854303229
0.0,139.94716000000008,0.8971604882639106
0.0,141.04912000000007,0.8966946872540149
0.0,141.97007999999997,0.8953415654039754
0.0,142.87867999999997,0.8945823448913758
0.0,144.01943999999995,0.8945713842077684
0.0,144.95032,0.8932725804737208
0.0,145.93405999999996,0.8922533712871143
