k_avg,Δλ_avg,σ_Δλ
6.9414,0.0037858732857338298,0.001393304217167344
7.6626,0.005397094207365791,0.0019331266472862932
8.497,0.008099814338454954,0.002595005849686232
9.4168,0.013332573582439378,0.005273215883256929
10.329600000000001,0.01544744497983582,0.005484882798080493
11.3838,0.02616371114314072,0.008787401051900831
12.7142,0.035963029512620336,0.009324647207328576
14.129,0.05253591340022625,0.010884089499553232
15.502799999999999,0.06909880868726677,0.011815116231727133
17.155,0.08781256502101711,0.01309668510031757
19.0036,0.1263643536863257,0.016903457256871177
21.1892,0.1447206354656894,0.017669003013832833
23.2364,0.2047616208370881,0.016308950070608605
25.7308,0.2555740301300832,0.025283128926452653
28.667199999999998,0.31314792275113107,0.025619464836812215
31.582200000000007,0.37869918374649764,0.026347694769618527
34.894400000000005,0.46123165831977075,0.02169486049230919
38.9064,0.5403437749992253,0.026254136197055897
42.8502,0.6297525977858921,0.03186815538350612
47.3784,0.71141555899741,0.02242861347207136
52.53920000000001,0.7820822387297388,0.021346039921725273
58.328599999999994,0.849320525128291,0.015235616186675769
64.3548,0.8940267189010683,0.00872580456250808
71.28999999999999,0.9203001119027331,0.004571165256976326
79.01259999999999,0.9334195456490765,0.0023511742011156
87.16139999999999,0.9353035027651538,0.0021623089089692665
96.72200000000001,0.9322300117670451,0.0036472174156122793
106.928,0.9241053716934303,0.00259577005051036
118.3924,0.915896878807499,0.0027675174544785877
131.081,0.9057085162310224,0.0024650696952619564
144.7958,0.8929604406189069,0.002414188212708273
160.49740000000003,0.8793460540568429,0.00441050313853717
177.52999999999997,0.8638440438314581,0.002962907075253938
196.57080000000002,0.8468195315572912,0.0017148052113340664
217.6766,0.8257136312970111,0.0032807907725912484
240.9324,0.8075828118669326,0.005224910977894636
266.75239999999997,0.7816367162835414,0.00335497496488821
295.742,0.7535974868144926,0.004368056471201197
327.29359999999997,0.7259246722489944,0.005093165073134697
361.9794,0.6935236967060555,0.005326584984303017
400.63140000000004,0.6532425658543175,0.0032082783572607372
443.2456,0.613603072381697,0.0049580205657463565
490.77660000000003,0.5678944410169262,0.0070097986150648404
543.259,0.5134017043965737,0.004808235451132205
601.3138,0.45525616778340783,0.0035229010665293573
665.4574,0.3865636278873608,0.0023760011297600243
736.4988,0.3135424276799655,0.0035618677394161913
815.0514000000001,0.23193960562498073,0.003766129598275211
902.5419999999998,0.13153227515294721,0.0042422987203412565
999.0,6.139089236967265e-16,9.082306362534075e-16
