p1,p2,p3,p4,p5,sd_p1,sd_p2,sd_p3,sd_p4,sd_p5
0.012012012012012008,0.12366714714714719,0.6675524724724727,0.1967683683683684,0.0,3.504670666704855e-18,0.0002066414154201112,0.0011390199153718979,0.0013102638574596446,0.0
0.01301301301301302,0.14447215215215212,0.7179495095095096,0.12456532532532531,0.0,7.00934133340971e-18,0.0001947757950678242,0.0007219227682973618,0.0008721510037160216,0.0
0.01301301301301302,0.14448924924924925,0.7182036836836835,0.1242940540540541,0.0,7.00934133340971e-18,0.00018873197228969746,0.0006801744413601488,0.0008030232729423165,0.0
0.014014014014014023,0.16639439439439435,0.746768968968969,0.07282262262262262,0.0,8.761676666762137e-18,0.00024190316043040666,0.0005658791930794161,0.0007341514533869518,0.0
0.015015015015015011,0.189348028028028,0.7565222022022021,0.03911475475475475,0.0,3.504670666704855e-18,0.0002788596976339579,0.0003725294768382825,0.0005010745726113864,0.0
0.015015015015015011,0.1893940340340341,0.7564933333333335,0.039097617617617625,0.0,3.504670666704855e-18,0.00021445232889394296,0.0002929860662435413,0.0003733851341420782,0.0
0.016016016016016,0.21328780780780782,0.7515911911911911,0.019104984984984984,0.0,1.7523353333524274e-17,0.0002912134093340042,0.00023684243002599584,0.0003331058505154546,0.0
0.017017017017016998,0.2378473673673674,0.736617977977978,0.00851763763763764,0.0,2.102802400022913e-17,0.0003462166796319596,0.0002402795416362656,0.00019177429661308872,0.0
0.018018018018018032,0.263219019019019,0.7153554754754755,0.0034074874874874873,0.0,1.401868266681942e-17,0.0003627413346565599,0.00031906620801191245,8.129651575904313e-5,0.0
0.01901901901901903,0.28914806806806803,0.6906164164164166,0.0012164964964964963,0.0,1.0514012000114565e-17,0.00041324957331928097,0.0003886189840078374,4.901507579176952e-5,0.0
0.020020020020020016,0.3153955955955956,0.664202922922923,0.00038146146146146137,0.0,3.504670666704855e-18,0.0003639965201547988,0.00035491028231429364,3.0346261122421775e-5,0.0
0.02102102102102102,0.3419942742742743,0.6368784384384383,0.00010626626626626625,0.0,3.504670666704855e-18,0.000474775809985972,0.0004705806485245151,1.5804407892685126e-5,0.0
0.022022022022021998,0.36863295295295295,0.6093186786786788,2.6346346346346342e-5,0.0,2.4532694666933986e-17,0.0005188367377701462,0.0005180740953162542,6.4252750671296625e-6,0.0
0.023023023023023042,0.3953460660660661,0.581625105105105,5.805805805805805e-6,0.0,1.7523353333524274e-17,0.000575049469069724,0.0005751629740639394,3.3900384931015863e-6,0.0
0.024024024024024017,0.42203059059059045,0.5539440240240241,1.3613613613613611e-6,0.0,7.00934133340971e-18,0.00044176982865814536,0.00044196899638923576,1.4265652982513853e-6,0.0
0.02502502502502502,0.4484739539539541,0.5265009409409409,8.008008008008007e-8,0.0,7.00934133340971e-18,0.0004979925824412407,0.0004980064582375448,3.962936210653799e-7,0.0
0.027027027027026994,0.5005019019019019,0.47247107107107106,0.0,0.0,3.504670666704855e-17,0.000552098236703049,0.0005520982367030579,0.0,0.0
0.028028028028028045,0.5259503903903904,0.44602158158158167,0.0,0.0,1.7523353333524274e-17,0.0006235588475232848,0.0006235588475232816,0.0,0.0
0.030030030030030023,0.5750148948948949,0.3949550750750751,0.0,0.0,7.00934133340971e-18,0.0005108418925101435,0.0005108418925101272,0.0,0.0
0.03103103103103105,0.5983895895895897,0.37057937937937946,0.0,0.0,1.7523353333524274e-17,0.0006113556991532838,0.0006113556991532885,0.0,0.0
0.03303303303303305,0.6430410010010011,0.32392596596596585,0.0,0.0,2.102802400022913e-17,0.0005871241755653823,0.0005871241755653813,0.0,0.0
0.034034034034033996,0.6641887887887888,0.30177717717717717,0.0,0.0,4.205604800045826e-17,0.0005363918780315405,0.0005363918780315411,0.0,0.0
0.036036036036036063,0.7036911311311311,0.2602728328328328,0.0,0.0,2.803736533363884e-17,0.0005704708617285922,0.0005704708617285946,0.0,0.0
0.03803803803803806,0.7394056056056055,0.22255635635635637,0.0,0.0,2.102802400022913e-17,0.0006477651092926027,0.000647765109292601,0.0,0.0
0.04004004004004003,0.771486006006006,0.18847395395395392,0.0,0.0,7.00934133340971e-18,0.0005973238786963037,0.0005973238786963036,0.0,0.0
0.04204204204204204,0.7996724724724724,0.15828548548548552,0.0,0.0,7.00934133340971e-18,0.0006052067452879596,0.0006052067452879558,0.0,0.0
0.044044044044043995,0.8242405605605606,0.13171539539539537,0.0,0.0,4.906538933386797e-17,0.0004816461111841894,0.0004816461111841777,0.0,0.0
0.047047047047047055,0.8547700100100102,0.09818294294294296,0.0,0.0,7.00934133340971e-18,0.00043326879678139705,0.00043326879678138886,0.0,0.0
0.049049049049048984,0.8711214814814818,0.07982946946946948,0.0,0.0,6.308407200068738e-17,0.0003413206281576177,0.0003413206281576111,0.0,0.0
0.05205205205205208,0.8904781581581582,0.05746978978978979,0.0,0.0,2.803736533363884e-17,0.0002978520618373147,0.00029785206183730327,0.0,0.0
0.05405405405405399,0.9003861461461463,0.045559799799799794,0.0,0.0,7.00934133340971e-17,0.00027019403514592666,0.0002701940351459298,0.0,0.0
0.05705705705705709,0.9112904104104106,0.031652532532532536,0.0,0.0,3.504670666704855e-17,0.00028685049089211613,0.00028685049089211245,0.0,0.0
0.060060060060060046,0.9183589989989993,0.02158094094094094,0.0,0.0,1.401868266681942e-17,0.00023039783999586274,0.000230397839995856,0.0,0.0
0.063063063063063,0.9225538338338337,0.014383103103103104,0.0,0.0,5.607473066727768e-17,0.0001816134514422838,0.00018161345144228312,0.0,0.0
0.0660660660660661,0.9245778578578577,0.009356076076076076,0.0,0.0,4.205604800045826e-17,0.0001473197217486488,0.00014731972174864826,0.0,0.0
0.07007007007007006,0.9248462862862862,0.005083643643643642,0.0,0.0,1.401868266681942e-17,0.00010240570826633517,0.00010240570826632507,0.0,0.0
0.07307307307307298,0.923786946946947,0.0031399799799799798,0.0,0.0,9.813077866773594e-17,7.62555177877649e-5,7.62555177877783e-5,0.0,0.0
0.07707707707707714,0.9213180780780778,0.0016048448448448451,0.0,0.0,7.00934133340971e-17,6.454347849781098e-5,6.454347849780844e-5,0.0,0.0
0.08108108108108113,0.9181387787787788,0.0007801401401401402,0.0,0.0,4.205604800045826e-17,3.861626655839662e-5,3.861626655841544e-5,0.0,0.0
0.08508508508508507,0.9145514314314314,0.0003634834834834835,0.0,0.0,1.401868266681942e-17,2.199474224122207e-5,2.1994742241201396e-5,0.0,0.0
0.09009009009009007,0.9097796996996995,0.00013021021021021023,0.0,0.0,1.401868266681942e-17,1.5496676824841234e-5,1.5496676824846835e-5,0.0,0.0
0.09409409409409411,0.9058522122122123,5.369369369369369e-5,0.0,0.0,1.401868266681942e-17,9.879974985173549e-6,9.87997498517652e-6,0.0,0.0
0.09909909909909914,0.900883003003003,1.7897897897897898e-5,0.0,0.0,4.205604800045826e-17,6.004780165401906e-6,6.004780165396032e-6,0.0,0.0
0.10410410410410416,0.8958906106106106,5.285285285285286e-6,0.0,0.0,5.607473066727768e-17,2.67559343653805e-6,2.6755934365282993e-6,0.0,0.0
0.10910910910910916,0.8908892892892895,1.6016016016016014e-6,0.0,0.0,5.607473066727768e-17,1.7160017159985264e-6,1.7160017160017157e-6,0.0,0.0
0.11511511511511509,0.8848847247247238,1.6016016016016014e-7,0.0,0.0,2.803736533363884e-17,5.486436748977983e-7,5.4864367491065e-7,0.0,0.0
0.121121121121121,0.8788787587587589,1.201201201201201e-7,0.0,0.0,1.2616814400137477e-16,4.802761511040553e-7,4.802761511153058e-7,0.0,0.0
0.1271271271271272,0.8728728728728733,0.0,0.0,0.0,8.411209600091652e-17,4.485978453382215e-16,0.0,0.0,0.0
0.13413413413413422,0.8658658658658658,0.0,0.0,0.0,8.411209600091652e-17,1.1214946133455537e-16,0.0,0.0,0.0
0.14114114114114099,0.8588588588588592,0.0,0.0,0.0,1.6822419200183304e-16,3.364483840036661e-16,0.0,0.0,0.0
0.148148148148148,0.8518518518518522,0.0,0.0,0.0,1.401868266681942e-16,3.364483840036661e-16,0.0,0.0,0.0
0.15615615615615597,0.8438438438438431,0.0,0.0,0.0,1.962615573354719e-16,6.728967680073322e-16,0.0,0.0,0.0
0.1641641641641643,0.8358358358358366,0.0,0.0,0.0,1.401868266681942e-16,7.850462293418876e-16,0.0,0.0,0.0
0.1721721721721722,0.8278278278278276,0.0,0.0,0.0,2.803736533363884e-17,2.2429892266911074e-16,0.0,0.0,0.0
0.18118118118118098,0.8188188188188191,0.0,0.0,0.0,1.962615573354719e-16,3.364483840036661e-16,0.0,0.0,0.0
0.19019019019019015,0.809809809809809,0.0,0.0,0.0,2.803736533363884e-17,7.850462293418876e-16,0.0,0.0,0.0
0.20020020020020016,0.7997997997997998,0.0,0.0,0.0,5.607473066727768e-17,0.0,0.0,0.0,0.0
0.21021021021021016,0.7897897897897892,0.0,0.0,0.0,5.607473066727768e-17,5.607473066727768e-16,0.0,0.0,0.0
0.22122122122122095,0.7787787787787791,0.0,0.0,0.0,2.803736533363884e-16,3.364483840036661e-16,0.0,0.0,0.0
0.23323323323323336,0.7667667667667668,0.0,0.0,0.0,1.401868266681942e-16,0.0,0.0,0.0,0.0
0.24524524524524519,0.7547547547547544,0.0,0.0,0.0,5.607473066727768e-17,3.364483840036661e-16,0.0,0.0,0.0
0.257257257257257,0.7427427427427423,0.0,0.0,0.0,2.2429892266911074e-16,4.485978453382215e-16,0.0,0.0,0.0
0.27027027027027023,0.7297297297297293,0.0,0.0,0.0,5.607473066727768e-17,4.485978453382215e-16,0.0,0.0,0.0
0.2842842842842844,0.7157157157157163,0.0,0.0,0.0,1.6822419200183304e-16,6.728967680073322e-16,0.0,0.0,0.0
0.2992992992992995,0.7007007007007006,0.0,0.0,0.0,1.6822419200183304e-16,1.1214946133455537e-16,0.0,0.0,0.0
0.3143143143143145,0.6856856856856862,0.0,0.0,0.0,1.6822419200183304e-16,5.607473066727768e-16,0.0,0.0,0.0
0.3313313313313312,0.6686686686686688,0.0,0.0,0.0,1.6822419200183304e-16,1.1214946133455537e-16,0.0,0.0,0.0
0.3483483483483486,0.6516516516516514,0.0,0.0,0.0,2.803736533363884e-16,2.2429892266911074e-16,0.0,0.0,0.0
0.3663663663663664,0.6336336336336332,0.0,0.0,0.0,0.0,4.485978453382215e-16,0.0,0.0,0.0
0.38438438438438427,0.6156156156156163,0.0,0.0,0.0,1.1214946133455537e-16,6.728967680073322e-16,0.0,0.0,0.0
0.40440440440440417,0.5955955955955963,0.0,0.0,0.0,2.2429892266911074e-16,6.728967680073322e-16,0.0,0.0,0.0
0.4254254254254258,0.5745745745745738,0.0,0.0,0.0,3.364483840036661e-16,7.850462293418876e-16,0.0,0.0,0.0
0.447447447447448,0.552552552552552,0.0,0.0,0.0,5.607473066727768e-16,5.607473066727768e-16,0.0,0.0,0.0
0.47047047047047036,0.5295295295295296,0.0,0.0,0.0,1.1214946133455537e-16,1.1214946133455537e-16,0.0,0.0,0.0
0.494494494494494,0.505505505505506,0.0,0.0,0.0,5.046725760054991e-16,4.485978453382215e-16,0.0,0.0,0.0
0.5205205205205204,0.4794794794794796,0.0,0.0,0.0,1.1214946133455537e-16,1.1214946133455537e-16,0.0,0.0,0.0
0.5475475475475481,0.4524524524524519,0.0,0.0,0.0,5.607473066727768e-16,5.607473066727768e-16,0.0,0.0,0.0
0.5755755755755763,0.42442442442442413,0.0,0.0,0.0,6.728967680073322e-16,2.803736533363884e-16,0.0,0.0,0.0
0.6046046046046039,0.3953953953953956,0.0,0.0,0.0,7.850462293418876e-16,1.6822419200183304e-16,0.0,0.0,0.0
0.6366366366366372,0.36336336336336345,0.0,0.0,0.0,5.607473066727768e-16,5.607473066727768e-17,0.0,0.0,0.0
0.6686686686686688,0.3313313313313312,0.0,0.0,0.0,1.1214946133455537e-16,1.6822419200183304e-16,0.0,0.0,0.0
0.703703703703703,0.296296296296296,0.0,0.0,0.0,6.728967680073322e-16,2.803736533363884e-16,0.0,0.0,0.0
0.7397397397397397,0.2602602602602602,0.0,0.0,0.0,0.0,5.607473066727768e-17,0.0,0.0,0.0
0.7777777777777782,0.22222222222222204,0.0,0.0,0.0,4.485978453382215e-16,1.6822419200183304e-16,0.0,0.0,0.0
0.8178178178178185,0.18218218218218216,0.0,0.0,0.0,6.728967680073322e-16,2.803736533363884e-17,0.0,0.0,0.0
0.8598598598598599,0.14014014014014012,0.0,0.0,0.0,0.0,2.803736533363884e-17,0.0,0.0,0.0
0.9039039039039031,0.09609609609609607,0.0,0.0,0.0,7.850462293418876e-16,2.803736533363884e-17,0.0,0.0,0.0
0.950950950950952,0.049049049049048984,0.0,0.0,0.0,1.0093451520109981e-15,6.308407200068738e-17,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
