deg1,deg2
35.0,650.0
20.0,442.0
31.0,600.0
36.0,661.0
27.0,536.0
24.0,513.0
27.0,548.0
31.0,587.0
23.0,478.0
36.0,637.0
38.0,662.0
27.0,559.0
33.0,610.0
25.0,533.0
35.0,637.0
34.0,612.0
25.0,537.0
30.0,588.0
36.0,654.0
35.0,631.0
30.0,601.0
36.0,641.0
34.0,635.0
31.0,623.0
30.0,558.0
44.0,697.0
31.0,610.0
48.0,741.0
38.0,666.0
37.0,656.0
29.0,571.0
36.0,623.0
21.0,474.0
38.0,652.0
34.0,619.0
25.0,517.0
34.0,609.0
29.0,568.0
29.0,569.0
28.0,565.0
31.0,579.0
29.0,572.0
33.0,602.0
27.0,547.0
33.0,623.0
24.0,508.0
30.0,610.0
28.0,559.0
33.0,593.0
31.0,591.0
28.0,580.0
31.0,601.0
29.0,573.0
23.0,501.0
28.0,562.0
30.0,599.0
28.0,548.0
27.0,551.0
34.0,630.0
36.0,651.0
29.0,583.0
18.0,400.0
35.0,636.0
33.0,603.0
29.0,558.0
33.0,615.0
32.0,610.0
31.0,611.0
30.0,566.0
28.0,529.0
33.0,608.0
30.0,560.0
31.0,597.0
21.0,453.0
28.0,567.0
32.0,607.0
30.0,597.0
25.0,533.0
24.0,499.0
18.0,423.0
30.0,561.0
29.0,572.0
27.0,532.0
38.0,669.0
39.0,658.0
28.0,560.0
39.0,671.0
34.0,611.0
30.0,601.0
32.0,593.0
19.0,449.0
31.0,605.0
22.0,488.0
32.0,593.0
28.0,554.0
39.0,671.0
31.0,602.0
27.0,536.0
30.0,587.0
28.0,573.0
28.0,563.0
32.0,596.0
32.0,594.0
33.0,619.0
30.0,591.0
42.0,709.0
44.0,733.0
22.0,471.0
35.0,636.0
23.0,492.0
27.0,508.0
43.0,699.0
29.0,567.0
24.0,516.0
26.0,523.0
30.0,596.0
26.0,538.0
27.0,553.0
27.0,558.0
35.0,647.0
36.0,648.0
33.0,613.0
34.0,622.0
19.0,435.0
35.0,611.0
24.0,535.0
29.0,592.0
38.0,666.0
25.0,527.0
33.0,616.0
28.0,561.0
35.0,638.0
23.0,478.0
23.0,487.0
35.0,645.0
34.0,620.0
29.0,571.0
26.0,541.0
27.0,586.0
28.0,548.0
31.0,593.0
37.0,656.0
34.0,636.0
33.0,619.0
25.0,527.0
36.0,646.0
33.0,614.0
31.0,587.0
24.0,485.0
26.0,538.0
33.0,592.0
32.0,611.0
35.0,658.0
27.0,535.0
39.0,683.0
41.0,682.0
25.0,518.0
30.0,581.0
29.0,569.0
25.0,545.0
37.0,639.0
33.0,622.0
32.0,585.0
29.0,572.0
29.0,571.0
32.0,614.0
28.0,557.0
27.0,539.0
29.0,571.0
23.0,463.0
30.0,579.0
43.0,697.0
35.0,629.0
31.0,585.0
29.0,588.0
29.0,577.0
38.0,661.0
24.0,524.0
24.0,506.0
30.0,560.0
44.0,694.0
25.0,505.0
25.0,521.0
28.0,562.0
23.0,508.0
35.0,622.0
27.0,549.0
31.0,587.0
25.0,548.0
25.0,526.0
29.0,575.0
27.0,544.0
25.0,502.0
28.0,569.0
30.0,560.0
42.0,703.0
37.0,632.0
23.0,496.0
23.0,480.0
38.0,667.0
36.0,641.0
34.0,629.0
30.0,577.0
30.0,589.0
29.0,568.0
26.0,540.0
33.0,580.0
41.0,681.0
32.0,592.0
37.0,625.0
35.0,617.0
30.0,601.0
37.0,625.0
30.0,595.0
25.0,542.0
33.0,614.0
26.0,491.0
35.0,652.0
41.0,705.0
24.0,512.0
39.0,664.0
37.0,676.0
30.0,552.0
21.0,463.0
30.0,581.0
35.0,644.0
28.0,563.0
20.0,466.0
25.0,529.0
33.0,643.0
25.0,536.0
23.0,518.0
31.0,607.0
32.0,587.0
26.0,510.0
29.0,578.0
37.0,652.0
29.0,570.0
27.0,544.0
33.0,631.0
41.0,692.0
31.0,603.0
33.0,612.0
23.0,507.0
33.0,624.0
27.0,548.0
20.0,447.0
33.0,636.0
36.0,628.0
23.0,504.0
31.0,593.0
35.0,622.0
25.0,512.0
32.0,584.0
29.0,594.0
36.0,640.0
29.0,563.0
26.0,530.0
39.0,693.0
25.0,524.0
28.0,574.0
27.0,544.0
37.0,636.0
27.0,544.0
32.0,589.0
25.0,517.0
31.0,591.0
33.0,625.0
35.0,598.0
27.0,545.0
31.0,616.0
31.0,606.0
33.0,595.0
35.0,624.0
31.0,608.0
38.0,660.0
23.0,484.0
33.0,624.0
37.0,627.0
16.0,378.0
29.0,583.0
35.0,631.0
35.0,613.0
31.0,603.0
29.0,571.0
22.0,479.0
28.0,574.0
35.0,667.0
36.0,665.0
38.0,687.0
35.0,644.0
31.0,595.0
33.0,609.0
32.0,611.0
32.0,646.0
33.0,610.0
37.0,634.0
38.0,655.0
44.0,712.0
23.0,493.0
31.0,612.0
33.0,615.0
37.0,663.0
24.0,496.0
20.0,431.0
27.0,552.0
26.0,529.0
35.0,637.0
31.0,593.0
39.0,684.0
34.0,628.0
28.0,555.0
41.0,693.0
23.0,467.0
34.0,611.0
25.0,505.0
21.0,471.0
27.0,548.0
37.0,673.0
27.0,548.0
22.0,484.0
34.0,623.0
42.0,689.0
27.0,540.0
28.0,589.0
36.0,649.0
34.0,612.0
36.0,628.0
37.0,622.0
23.0,490.0
34.0,617.0
26.0,518.0
36.0,615.0
36.0,627.0
33.0,619.0
21.0,455.0
31.0,632.0
31.0,597.0
28.0,571.0
25.0,528.0
20.0,463.0
26.0,511.0
35.0,626.0
28.0,559.0
35.0,639.0
34.0,632.0
30.0,600.0
30.0,566.0
37.0,678.0
33.0,620.0
22.0,491.0
31.0,616.0
35.0,622.0
35.0,613.0
28.0,574.0
39.0,673.0
38.0,670.0
29.0,585.0
19.0,432.0
35.0,623.0
28.0,546.0
33.0,639.0
37.0,646.0
27.0,568.0
38.0,653.0
25.0,498.0
27.0,553.0
29.0,565.0
27.0,518.0
34.0,612.0
35.0,652.0
31.0,611.0
30.0,567.0
32.0,611.0
26.0,542.0
26.0,536.0
35.0,631.0
21.0,457.0
35.0,666.0
32.0,624.0
24.0,534.0
21.0,467.0
23.0,506.0
29.0,553.0
33.0,635.0
30.0,585.0
25.0,539.0
31.0,608.0
30.0,552.0
29.0,577.0
29.0,591.0
22.0,489.0
19.0,473.0
23.0,497.0
32.0,605.0
32.0,614.0
39.0,682.0
24.0,526.0
43.0,690.0
26.0,528.0
35.0,627.0
22.0,492.0
45.0,721.0
36.0,630.0
33.0,613.0
23.0,497.0
27.0,552.0
33.0,615.0
32.0,587.0
31.0,608.0
31.0,599.0
34.0,620.0
32.0,589.0
36.0,632.0
27.0,527.0
25.0,514.0
34.0,619.0
32.0,594.0
35.0,655.0
23.0,456.0
30.0,593.0
24.0,513.0
34.0,603.0
34.0,606.0
30.0,574.0
16.0,398.0
33.0,595.0
26.0,522.0
28.0,536.0
30.0,550.0
38.0,644.0
33.0,603.0
35.0,655.0
36.0,633.0
34.0,640.0
24.0,512.0
27.0,548.0
25.0,527.0
27.0,562.0
29.0,573.0
35.0,608.0
24.0,550.0
32.0,604.0
26.0,528.0
27.0,536.0
25.0,524.0
30.0,562.0
33.0,596.0
23.0,494.0
23.0,488.0
36.0,654.0
26.0,529.0
30.0,573.0
31.0,577.0
32.0,611.0
35.0,636.0
38.0,648.0
28.0,544.0
30.0,578.0
32.0,595.0
24.0,482.0
31.0,607.0
30.0,623.0
30.0,571.0
41.0,663.0
24.0,512.0
30.0,589.0
27.0,541.0
38.0,674.0
29.0,578.0
30.0,608.0
24.0,492.0
26.0,548.0
41.0,688.0
26.0,564.0
34.0,608.0
26.0,512.0
34.0,628.0
32.0,609.0
25.0,523.0
29.0,553.0
30.0,548.0
36.0,631.0
30.0,597.0
26.0,540.0
31.0,576.0
21.0,445.0
40.0,659.0
28.0,547.0
20.0,454.0
37.0,660.0
27.0,571.0
23.0,489.0
26.0,537.0
25.0,525.0
30.0,576.0
30.0,584.0
28.0,534.0
36.0,650.0
21.0,465.0
37.0,634.0
27.0,535.0
39.0,667.0
25.0,537.0
31.0,587.0
31.0,573.0
38.0,660.0
25.0,529.0
22.0,470.0
27.0,539.0
20.0,459.0
29.0,559.0
27.0,547.0
27.0,542.0
28.0,583.0
38.0,679.0
27.0,560.0
41.0,687.0
30.0,609.0
20.0,457.0
30.0,605.0
29.0,592.0
20.0,437.0
26.0,527.0
22.0,453.0
23.0,486.0
30.0,587.0
30.0,572.0
42.0,701.0
33.0,606.0
32.0,582.0
30.0,569.0
29.0,550.0
29.0,581.0
19.0,457.0
26.0,558.0
33.0,616.0
31.0,582.0
24.0,499.0
28.0,539.0
33.0,607.0
28.0,590.0
28.0,569.0
34.0,631.0
25.0,511.0
32.0,609.0
30.0,578.0
28.0,548.0
29.0,575.0
29.0,586.0
27.0,521.0
29.0,587.0
28.0,538.0
39.0,654.0
29.0,601.0
29.0,599.0
26.0,545.0
30.0,586.0
38.0,655.0
27.0,548.0
29.0,552.0
27.0,524.0
48.0,734.0
32.0,613.0
31.0,568.0
23.0,502.0
28.0,552.0
35.0,628.0
27.0,529.0
33.0,604.0
35.0,640.0
21.0,471.0
36.0,657.0
22.0,514.0
27.0,527.0
35.0,634.0
33.0,609.0
41.0,666.0
39.0,673.0
22.0,460.0
28.0,548.0
25.0,526.0
34.0,600.0
29.0,584.0
37.0,673.0
30.0,583.0
25.0,514.0
41.0,664.0
34.0,619.0
30.0,592.0
26.0,536.0
24.0,493.0
26.0,538.0
28.0,556.0
27.0,529.0
29.0,577.0
37.0,641.0
35.0,650.0
33.0,614.0
29.0,575.0
27.0,557.0
34.0,635.0
26.0,544.0
29.0,587.0
35.0,639.0
35.0,648.0
27.0,536.0
27.0,545.0
32.0,597.0
38.0,670.0
24.0,516.0
24.0,513.0
34.0,611.0
22.0,428.0
37.0,660.0
31.0,580.0
31.0,595.0
22.0,485.0
31.0,615.0
28.0,549.0
33.0,613.0
31.0,623.0
36.0,633.0
30.0,582.0
29.0,549.0
24.0,517.0
23.0,512.0
28.0,557.0
28.0,571.0
30.0,566.0
28.0,571.0
34.0,621.0
42.0,690.0
37.0,658.0
29.0,599.0
32.0,606.0
31.0,606.0
25.0,522.0
37.0,626.0
30.0,568.0
29.0,572.0
25.0,527.0
23.0,461.0
31.0,597.0
30.0,565.0
28.0,559.0
30.0,564.0
36.0,635.0
22.0,492.0
38.0,684.0
24.0,515.0
31.0,578.0
27.0,546.0
35.0,613.0
31.0,609.0
36.0,628.0
40.0,680.0
26.0,519.0
36.0,677.0
31.0,598.0
35.0,635.0
34.0,624.0
32.0,594.0
33.0,578.0
24.0,523.0
28.0,542.0
42.0,684.0
17.0,396.0
30.0,585.0
34.0,643.0
21.0,461.0
29.0,577.0
31.0,595.0
33.0,615.0
25.0,543.0
32.0,581.0
26.0,528.0
22.0,475.0
29.0,570.0
30.0,578.0
15.0,340.0
31.0,566.0
31.0,556.0
34.0,623.0
33.0,605.0
23.0,485.0
28.0,567.0
34.0,613.0
28.0,573.0
32.0,603.0
31.0,605.0
24.0,485.0
36.0,643.0
38.0,680.0
31.0,591.0
33.0,587.0
34.0,615.0
44.0,706.0
31.0,596.0
23.0,496.0
22.0,474.0
40.0,689.0
24.0,528.0
23.0,465.0
29.0,566.0
20.0,435.0
20.0,448.0
29.0,578.0
25.0,525.0
24.0,483.0
27.0,555.0
24.0,499.0
21.0,465.0
33.0,614.0
22.0,454.0
30.0,582.0
31.0,577.0
33.0,611.0
25.0,522.0
34.0,605.0
32.0,605.0
27.0,546.0
40.0,686.0
29.0,583.0
33.0,636.0
34.0,615.0
31.0,581.0
26.0,544.0
26.0,559.0
21.0,454.0
37.0,625.0
30.0,570.0
39.0,663.0
35.0,612.0
30.0,590.0
34.0,621.0
22.0,483.0
40.0,681.0
33.0,617.0
19.0,442.0
41.0,713.0
29.0,574.0
32.0,582.0
27.0,536.0
23.0,504.0
36.0,636.0
27.0,547.0
28.0,560.0
26.0,511.0
37.0,652.0
24.0,493.0
28.0,537.0
30.0,543.0
40.0,668.0
18.0,416.0
23.0,513.0
40.0,664.0
36.0,634.0
33.0,604.0
35.0,646.0
32.0,590.0
32.0,583.0
29.0,549.0
39.0,668.0
34.0,639.0
39.0,654.0
28.0,561.0
36.0,655.0
34.0,613.0
27.0,510.0
42.0,700.0
35.0,655.0
38.0,673.0
42.0,682.0
32.0,559.0
41.0,677.0
32.0,615.0
29.0,560.0
18.0,396.0
27.0,536.0
32.0,622.0
29.0,561.0
24.0,509.0
32.0,587.0
33.0,604.0
34.0,642.0
36.0,652.0
38.0,663.0
25.0,509.0
33.0,615.0
26.0,528.0
35.0,630.0
39.0,662.0
30.0,584.0
33.0,604.0
23.0,501.0
33.0,614.0
35.0,636.0
31.0,611.0
27.0,542.0
32.0,612.0
32.0,578.0
31.0,593.0
27.0,544.0
41.0,689.0
28.0,560.0
39.0,659.0
27.0,558.0
35.0,634.0
38.0,647.0
23.0,491.0
29.0,577.0
25.0,558.0
38.0,675.0
24.0,554.0
36.0,649.0
26.0,507.0
25.0,526.0
21.0,487.0
34.0,632.0
24.0,505.0
34.0,633.0
32.0,595.0
19.0,415.0
23.0,504.0
32.0,634.0
32.0,595.0
35.0,635.0
21.0,465.0
36.0,646.0
35.0,646.0
24.0,522.0
26.0,516.0
36.0,625.0
33.0,604.0
27.0,523.0
39.0,632.0
30.0,548.0
32.0,599.0
30.0,579.0
23.0,483.0
26.0,551.0
32.0,630.0
33.0,603.0
35.0,628.0
29.0,583.0
23.0,488.0
30.0,596.0
24.0,474.0
28.0,580.0
36.0,654.0
20.0,462.0
30.0,597.0
19.0,430.0
32.0,585.0
24.0,483.0
34.0,596.0
26.0,533.0
17.0,380.0
42.0,693.0
26.0,526.0
25.0,500.0
24.0,484.0
30.0,577.0
34.0,610.0
23.0,467.0
31.0,611.0
33.0,607.0
23.0,505.0
21.0,473.0
38.0,656.0
34.0,623.0
24.0,489.0
39.0,677.0
30.0,577.0
33.0,588.0
29.0,571.0
39.0,701.0
22.0,503.0
26.0,509.0
35.0,651.0
31.0,589.0
32.0,587.0
26.0,552.0
26.0,530.0
37.0,669.0
26.0,555.0
25.0,526.0
30.0,589.0
37.0,668.0
18.0,415.0
35.0,638.0
30.0,587.0
18.0,418.0
33.0,625.0
32.0,620.0
34.0,601.0
28.0,576.0
24.0,483.0
34.0,626.0
27.0,541.0
37.0,676.0
30.0,578.0
22.0,465.0
29.0,580.0
29.0,546.0
31.0,605.0
26.0,526.0
37.0,655.0
32.0,599.0
27.0,556.0
32.0,635.0
20.0,435.0
34.0,603.0
35.0,614.0
36.0,630.0
30.0,573.0
27.0,554.0
33.0,613.0
27.0,551.0
28.0,521.0
28.0,544.0
32.0,616.0
31.0,607.0
33.0,615.0
25.0,531.0
31.0,584.0
36.0,653.0
20.0,435.0
35.0,630.0
30.0,589.0
33.0,626.0
32.0,598.0
31.0,587.0
27.0,551.0
37.0,666.0
25.0,523.0
19.0,402.0
26.0,532.0
41.0,678.0
31.0,597.0
29.0,575.0
23.0,511.0
24.0,481.0
31.0,594.0
26.0,515.0
33.0,631.0
40.0,652.0
36.0,632.0
27.0,524.0
28.0,537.0
29.0,582.0
34.0,629.0
35.0,642.0
31.0,599.0
40.0,681.0
29.0,582.0
34.0,642.0
35.0,629.0
25.0,516.0
34.0,628.0
24.0,501.0
30.0,598.0
28.0,578.0
32.0,578.0
27.0,542.0
27.0,553.0
33.0,623.0
33.0,644.0
22.0,480.0
25.0,513.0
32.0,583.0
35.0,627.0
27.0,517.0
27.0,555.0
40.0,678.0
25.0,482.0
24.0,493.0
36.0,659.0
33.0,601.0
25.0,504.0
39.0,676.0
34.0,627.0
37.0,657.0
38.0,653.0
25.0,527.0
23.0,482.0
36.0,632.0
33.0,608.0
31.0,600.0
35.0,650.0
28.0,550.0
32.0,594.0
41.0,688.0
27.0,572.0
37.0,664.0
34.0,584.0
29.0,600.0
29.0,583.0
21.0,464.0
25.0,511.0
32.0,589.0
26.0,538.0
26.0,527.0
27.0,527.0
15.0,370.0
28.0,568.0
25.0,519.0
19.0,419.0
26.0,543.0
21.0,482.0
15.0,346.0
36.0,647.0
35.0,632.0
27.0,552.0
29.0,563.0
34.0,627.0
28.0,572.0
24.0,508.0
42.0,700.0
27.0,548.0
31.0,610.0
25.0,492.0
35.0,633.0
22.0,486.0
31.0,616.0
27.0,549.0
31.0,604.0
31.0,567.0
30.0,556.0
38.0,667.0
34.0,633.0
29.0,556.0
36.0,650.0
33.0,607.0
26.0,518.0
27.0,559.0
27.0,537.0
25.0,545.0
28.0,540.0
28.0,568.0
25.0,510.0
47.0,720.0
24.0,508.0
30.0,576.0
24.0,520.0
32.0,605.0
43.0,685.0
28.0,579.0
36.0,663.0
45.0,704.0
29.0,576.0
29.0,577.0
24.0,501.0
27.0,536.0
26.0,508.0
26.0,539.0
35.0,636.0
24.0,530.0
28.0,561.0
35.0,634.0
42.0,710.0
24.0,505.0
27.0,554.0
33.0,582.0
19.0,427.0
36.0,621.0
27.0,562.0
37.0,654.0
21.0,444.0
27.0,548.0
25.0,517.0
26.0,498.0
34.0,620.0
28.0,552.0
43.0,690.0
28.0,549.0
38.0,677.0
28.0,585.0
32.0,608.0
31.0,605.0
29.0,566.0
21.0,463.0
26.0,521.0
23.0,498.0
37.0,678.0
28.0,557.0
29.0,561.0
25.0,490.0
25.0,522.0
22.0,476.0
28.0,550.0
31.0,598.0
36.0,664.0
41.0,683.0
30.0,590.0
26.0,522.0
19.0,433.0
32.0,609.0
27.0,547.0
27.0,554.0
24.0,512.0
24.0,474.0
27.0,567.0
27.0,566.0
37.0,647.0
26.0,534.0
31.0,613.0
26.0,514.0
31.0,603.0
27.0,543.0
25.0,528.0
30.0,611.0
30.0,591.0
27.0,549.0
31.0,567.0
28.0,577.0
26.0,542.0
33.0,614.0
32.0,598.0
39.0,662.0
29.0,565.0
30.0,591.0
29.0,590.0
33.0,650.0
25.0,503.0
26.0,510.0
31.0,611.0
33.0,613.0
30.0,570.0
33.0,641.0
31.0,606.0
24.0,502.0
39.0,667.0
21.0,446.0
24.0,503.0
31.0,585.0
30.0,591.0
27.0,530.0
25.0,527.0
41.0,681.0
28.0,591.0
34.0,606.0
24.0,509.0
33.0,601.0
37.0,651.0
27.0,546.0
28.0,552.0
33.0,640.0
32.0,576.0
34.0,625.0
28.0,575.0
26.0,549.0
36.0,658.0
20.0,453.0
32.0,602.0
33.0,609.0
27.0,538.0
32.0,603.0
27.0,535.0
31.0,581.0
33.0,627.0
33.0,602.0
29.0,582.0
31.0,592.0
29.0,563.0
28.0,541.0
26.0,516.0
27.0,535.0
32.0,606.0
22.0,464.0
31.0,602.0
34.0,599.0
35.0,640.0
29.0,564.0
25.0,529.0
32.0,575.0
31.0,605.0
33.0,614.0
35.0,631.0
24.0,506.0
25.0,518.0
36.0,647.0
27.0,561.0
27.0,547.0
34.0,606.0
26.0,519.0
34.0,650.0
34.0,595.0
25.0,493.0
47.0,732.0
33.0,610.0
23.0,495.0
23.0,524.0
28.0,555.0
42.0,698.0
23.0,527.0
37.0,650.0
25.0,541.0
35.0,609.0
28.0,570.0
25.0,520.0
28.0,565.0
27.0,514.0
28.0,557.0
42.0,678.0
42.0,700.0
14.0,356.0
26.0,558.0
39.0,678.0
37.0,641.0
31.0,593.0
37.0,644.0
39.0,658.0
26.0,530.0
40.0,666.0
29.0,579.0
23.0,506.0
39.0,679.0
30.0,618.0
39.0,687.0
24.0,512.0
23.0,518.0
33.0,630.0
25.0,537.0
31.0,567.0
35.0,645.0
34.0,651.0
27.0,540.0
38.0,688.0
27.0,577.0
24.0,501.0
38.0,649.0
38.0,671.0
17.0,373.0
20.0,412.0
32.0,623.0
33.0,613.0
29.0,555.0
30.0,571.0
30.0,586.0
26.0,526.0
39.0,675.0
22.0,503.0
29.0,562.0
23.0,477.0
32.0,600.0
35.0,627.0
31.0,602.0
37.0,644.0
26.0,530.0
33.0,622.0
30.0,614.0
31.0,602.0
24.0,500.0
25.0,517.0
29.0,558.0
28.0,569.0
20.0,418.0
27.0,554.0
31.0,581.0
29.0,607.0
34.0,626.0
26.0,539.0
29.0,576.0
38.0,683.0
38.0,648.0
24.0,503.0
30.0,589.0
35.0,656.0
24.0,504.0
31.0,585.0
24.0,507.0
29.0,571.0
30.0,581.0
31.0,603.0
33.0,618.0
34.0,653.0
33.0,643.0
34.0,608.0
33.0,629.0
25.0,526.0
27.0,548.0
33.0,587.0
30.0,602.0
27.0,540.0
33.0,638.0
28.0,569.0
27.0,542.0
26.0,546.0
46.0,722.0
34.0,631.0
31.0,597.0
27.0,547.0
28.0,596.0
36.0,611.0
27.0,546.0
29.0,583.0
26.0,527.0
44.0,698.0
33.0,586.0
32.0,618.0
25.0,527.0
27.0,535.0
28.0,565.0
31.0,585.0
41.0,676.0
35.0,643.0
32.0,617.0
29.0,597.0
35.0,616.0
29.0,549.0
22.0,454.0
34.0,622.0
27.0,578.0
25.0,540.0
25.0,522.0
34.0,628.0
33.0,595.0
28.0,556.0
32.0,594.0
35.0,610.0
24.0,488.0
34.0,638.0
31.0,577.0
36.0,646.0
31.0,594.0
23.0,515.0
36.0,636.0
31.0,573.0
30.0,575.0
33.0,584.0
25.0,526.0
26.0,543.0
24.0,516.0
25.0,526.0
32.0,605.0
24.0,502.0
32.0,631.0
29.0,577.0
36.0,656.0
26.0,546.0
43.0,687.0
34.0,620.0
31.0,591.0
34.0,615.0
23.0,482.0
30.0,602.0
29.0,583.0
41.0,686.0
24.0,522.0
28.0,567.0
31.0,587.0
22.0,464.0
33.0,602.0
34.0,628.0
18.0,427.0
33.0,621.0
40.0,658.0
28.0,562.0
25.0,554.0
36.0,649.0
35.0,624.0
34.0,662.0
23.0,498.0
37.0,652.0
33.0,639.0
32.0,604.0
23.0,510.0
32.0,618.0
22.0,494.0
33.0,620.0
33.0,615.0
29.0,590.0
33.0,600.0
30.0,597.0
15.0,350.0
36.0,646.0
28.0,537.0
31.0,579.0
31.0,592.0
35.0,652.0
36.0,663.0
33.0,613.0
32.0,640.0
30.0,587.0
32.0,590.0
29.0,568.0
37.0,638.0
46.0,726.0
28.0,568.0
26.0,506.0
27.0,518.0
31.0,571.0
29.0,559.0
30.0,562.0
36.0,647.0
23.0,488.0
31.0,603.0
32.0,582.0
41.0,706.0
30.0,589.0
36.0,639.0
34.0,640.0
31.0,583.0
34.0,647.0
27.0,530.0
36.0,628.0
33.0,601.0
22.0,485.0
25.0,510.0
28.0,564.0
20.0,476.0
33.0,621.0
29.0,553.0
20.0,457.0
33.0,620.0
35.0,619.0
27.0,555.0
34.0,619.0
31.0,569.0
32.0,616.0
27.0,544.0
43.0,695.0
28.0,577.0
31.0,598.0
31.0,590.0
28.0,559.0
35.0,638.0
25.0,528.0
24.0,527.0
31.0,577.0
32.0,606.0
40.0,675.0
22.0,480.0
31.0,623.0
31.0,599.0
22.0,481.0
31.0,600.0
33.0,608.0
42.0,695.0
30.0,581.0
29.0,588.0
32.0,603.0
35.0,639.0
29.0,589.0
38.0,660.0
26.0,542.0
20.0,460.0
29.0,568.0
30.0,573.0
21.0,473.0
19.0,420.0
40.0,706.0
21.0,481.0
19.0,437.0
35.0,633.0
31.0,596.0
24.0,507.0
27.0,549.0
27.0,514.0
31.0,591.0
46.0,731.0
32.0,621.0
24.0,518.0
24.0,534.0
32.0,582.0
31.0,584.0
25.0,508.0
28.0,581.0
34.0,610.0
26.0,549.0
24.0,513.0
27.0,557.0
35.0,657.0
30.0,597.0
22.0,450.0
34.0,623.0
27.0,543.0
33.0,641.0
32.0,602.0
39.0,672.0
37.0,651.0
27.0,562.0
39.0,708.0
21.0,462.0
42.0,698.0
28.0,572.0
36.0,653.0
35.0,624.0
28.0,567.0
29.0,577.0
35.0,619.0
31.0,580.0
24.0,502.0
20.0,468.0
32.0,621.0
33.0,647.0
24.0,521.0
38.0,636.0
36.0,631.0
28.0,561.0
24.0,504.0
40.0,696.0
39.0,669.0
30.0,550.0
39.0,667.0
26.0,537.0
37.0,646.0
27.0,567.0
31.0,590.0
26.0,538.0
29.0,590.0
30.0,579.0
28.0,556.0
31.0,591.0
33.0,630.0
29.0,565.0
35.0,658.0
31.0,581.0
34.0,647.0
32.0,599.0
27.0,530.0
31.0,587.0
38.0,672.0
41.0,710.0
41.0,688.0
24.0,506.0
31.0,615.0
28.0,551.0
25.0,517.0
30.0,583.0
38.0,685.0
31.0,599.0
25.0,535.0
35.0,630.0
29.0,559.0
31.0,605.0
27.0,529.0
35.0,636.0
35.0,651.0
31.0,604.0
22.0,467.0
29.0,578.0
27.0,551.0
33.0,584.0
39.0,658.0
28.0,560.0
40.0,697.0
43.0,695.0
26.0,532.0
28.0,571.0
29.0,574.0
35.0,641.0
22.0,483.0
27.0,532.0
33.0,615.0
27.0,555.0
27.0,549.0
37.0,668.0
36.0,638.0
24.0,483.0
27.0,564.0
21.0,475.0
27.0,557.0
28.0,582.0
23.0,513.0
41.0,695.0
36.0,637.0
27.0,546.0
33.0,613.0
34.0,667.0
25.0,531.0
28.0,565.0
27.0,558.0
40.0,707.0
37.0,634.0
25.0,514.0
24.0,515.0
32.0,592.0
28.0,532.0
27.0,539.0
31.0,562.0
28.0,563.0
31.0,573.0
31.0,581.0
34.0,633.0
28.0,552.0
28.0,565.0
32.0,603.0
34.0,605.0
19.0,441.0
32.0,575.0
41.0,696.0
35.0,586.0
38.0,638.0
37.0,648.0
22.0,459.0
28.0,552.0
24.0,520.0
33.0,623.0
35.0,643.0
31.0,596.0
36.0,673.0
28.0,581.0
44.0,703.0
40.0,680.0
24.0,522.0
26.0,520.0
50.0,753.0
27.0,552.0
35.0,657.0
29.0,578.0
34.0,614.0
24.0,503.0
27.0,526.0
47.0,734.0
36.0,638.0
24.0,508.0
28.0,554.0
22.0,461.0
37.0,677.0
27.0,556.0
39.0,662.0
35.0,636.0
30.0,610.0
35.0,661.0
31.0,590.0
32.0,602.0
36.0,658.0
36.0,649.0
28.0,533.0
20.0,441.0
43.0,706.0
34.0,603.0
31.0,594.0
31.0,597.0
37.0,653.0
26.0,509.0
24.0,522.0
22.0,470.0
30.0,559.0
33.0,601.0
26.0,547.0
45.0,700.0
33.0,603.0
27.0,559.0
30.0,564.0
40.0,686.0
32.0,614.0
35.0,639.0
28.0,558.0
34.0,597.0
27.0,531.0
34.0,617.0
37.0,640.0
26.0,549.0
20.0,459.0
31.0,581.0
18.0,429.0
27.0,552.0
26.0,541.0
30.0,569.0
31.0,607.0
48.0,711.0
30.0,576.0
21.0,474.0
23.0,509.0
16.0,379.0
31.0,577.0
30.0,590.0
36.0,649.0
31.0,631.0
34.0,637.0
44.0,714.0
31.0,574.0
28.0,551.0
37.0,649.0
41.0,693.0
26.0,537.0
27.0,543.0
31.0,587.0
28.0,542.0
28.0,554.0
31.0,591.0
31.0,609.0
34.0,618.0
27.0,521.0
33.0,658.0
35.0,594.0
28.0,523.0
25.0,520.0
37.0,653.0
25.0,525.0
26.0,533.0
21.0,464.0
23.0,512.0
19.0,405.0
22.0,484.0
31.0,598.0
26.0,534.0
29.0,585.0
31.0,572.0
28.0,565.0
34.0,617.0
37.0,636.0
25.0,524.0
32.0,575.0
38.0,659.0
33.0,598.0
31.0,604.0
36.0,652.0
34.0,638.0
23.0,520.0
35.0,637.0
30.0,570.0
38.0,647.0
25.0,498.0
38.0,638.0
22.0,474.0
26.0,536.0
39.0,677.0
34.0,619.0
24.0,522.0
26.0,544.0
32.0,584.0
35.0,643.0
44.0,720.0
40.0,670.0
37.0,659.0
32.0,625.0
32.0,594.0
28.0,589.0
30.0,577.0
25.0,516.0
32.0,625.0
41.0,654.0
33.0,608.0
23.0,490.0
33.0,620.0
33.0,632.0
30.0,591.0
27.0,568.0
31.0,604.0
31.0,595.0
28.0,553.0
27.0,520.0
33.0,624.0
31.0,600.0
