deg1,deg2
29.0,586.0
32.0,605.0
27.0,537.0
28.0,553.0
29.0,582.0
31.0,582.0
25.0,499.0
25.0,510.0
29.0,565.0
36.0,637.0
29.0,584.0
28.0,557.0
25.0,515.0
35.0,614.0
30.0,574.0
32.0,648.0
28.0,562.0
31.0,587.0
31.0,595.0
24.0,505.0
34.0,616.0
30.0,572.0
31.0,584.0
35.0,624.0
32.0,574.0
34.0,621.0
35.0,619.0
25.0,534.0
33.0,613.0
26.0,562.0
26.0,540.0
24.0,511.0
34.0,651.0
22.0,494.0
30.0,613.0
28.0,560.0
29.0,556.0
28.0,555.0
40.0,673.0
29.0,558.0
18.0,398.0
36.0,656.0
27.0,533.0
38.0,654.0
17.0,404.0
33.0,622.0
28.0,569.0
26.0,546.0
25.0,521.0
31.0,595.0
18.0,398.0
29.0,555.0
30.0,602.0
26.0,571.0
28.0,553.0
31.0,575.0
39.0,668.0
34.0,632.0
24.0,501.0
32.0,609.0
34.0,646.0
24.0,521.0
32.0,635.0
30.0,579.0
19.0,432.0
33.0,617.0
31.0,598.0
23.0,506.0
29.0,573.0
27.0,555.0
26.0,513.0
30.0,566.0
28.0,561.0
25.0,501.0
30.0,605.0
39.0,667.0
28.0,540.0
35.0,609.0
29.0,565.0
26.0,548.0
33.0,630.0
30.0,576.0
32.0,602.0
39.0,676.0
38.0,658.0
40.0,688.0
28.0,574.0
30.0,578.0
25.0,517.0
16.0,400.0
34.0,633.0
24.0,525.0
28.0,558.0
34.0,628.0
24.0,527.0
34.0,638.0
35.0,660.0
30.0,595.0
32.0,604.0
32.0,622.0
26.0,537.0
28.0,580.0
37.0,674.0
33.0,618.0
40.0,683.0
34.0,616.0
21.0,461.0
36.0,645.0
30.0,572.0
28.0,564.0
32.0,620.0
34.0,640.0
21.0,466.0
27.0,554.0
36.0,627.0
27.0,567.0
28.0,554.0
28.0,566.0
24.0,492.0
24.0,496.0
27.0,565.0
28.0,518.0
26.0,556.0
33.0,616.0
31.0,609.0
28.0,572.0
26.0,521.0
29.0,585.0
29.0,566.0
35.0,643.0
26.0,550.0
31.0,585.0
30.0,565.0
38.0,664.0
32.0,612.0
34.0,632.0
19.0,416.0
30.0,575.0
38.0,667.0
25.0,529.0
34.0,625.0
30.0,610.0
20.0,465.0
28.0,552.0
31.0,580.0
29.0,575.0
45.0,732.0
29.0,574.0
19.0,441.0
29.0,571.0
38.0,676.0
28.0,558.0
27.0,548.0
37.0,659.0
31.0,592.0
28.0,546.0
25.0,547.0
34.0,635.0
30.0,561.0
31.0,595.0
19.0,438.0
40.0,663.0
34.0,629.0
32.0,606.0
35.0,624.0
27.0,521.0
36.0,665.0
27.0,531.0
30.0,593.0
40.0,670.0
30.0,613.0
38.0,677.0
31.0,603.0
28.0,556.0
26.0,548.0
22.0,497.0
35.0,628.0
31.0,606.0
36.0,630.0
37.0,646.0
27.0,553.0
23.0,461.0
26.0,545.0
29.0,584.0
27.0,544.0
24.0,526.0
24.0,524.0
34.0,630.0
28.0,552.0
29.0,558.0
26.0,549.0
34.0,655.0
34.0,614.0
29.0,555.0
22.0,458.0
25.0,522.0
43.0,713.0
37.0,651.0
32.0,615.0
31.0,575.0
26.0,528.0
41.0,681.0
29.0,576.0
32.0,602.0
27.0,552.0
30.0,586.0
31.0,589.0
36.0,645.0
37.0,628.0
34.0,639.0
25.0,538.0
33.0,608.0
26.0,520.0
31.0,593.0
31.0,589.0
25.0,515.0
24.0,506.0
28.0,556.0
27.0,565.0
29.0,603.0
24.0,516.0
29.0,562.0
28.0,556.0
30.0,585.0
28.0,543.0
30.0,583.0
30.0,595.0
29.0,604.0
32.0,604.0
22.0,486.0
31.0,597.0
32.0,600.0
29.0,584.0
27.0,563.0
33.0,618.0
32.0,601.0
31.0,590.0
32.0,581.0
24.0,536.0
40.0,702.0
41.0,673.0
25.0,493.0
21.0,462.0
25.0,502.0
28.0,566.0
36.0,649.0
29.0,582.0
42.0,701.0
33.0,619.0
34.0,619.0
31.0,583.0
38.0,643.0
24.0,511.0
29.0,579.0
25.0,510.0
31.0,601.0
34.0,602.0
33.0,606.0
35.0,654.0
27.0,530.0
30.0,580.0
38.0,670.0
32.0,610.0
36.0,673.0
21.0,480.0
31.0,593.0
28.0,549.0
30.0,590.0
24.0,530.0
33.0,608.0
24.0,501.0
28.0,545.0
25.0,500.0
36.0,648.0
24.0,520.0
35.0,596.0
34.0,609.0
27.0,546.0
32.0,609.0
29.0,553.0
27.0,548.0
33.0,600.0
21.0,464.0
30.0,572.0
30.0,588.0
18.0,388.0
34.0,639.0
35.0,634.0
31.0,618.0
30.0,588.0
35.0,648.0
36.0,644.0
21.0,441.0
38.0,661.0
36.0,646.0
29.0,582.0
45.0,704.0
31.0,594.0
31.0,573.0
17.0,379.0
28.0,572.0
28.0,533.0
31.0,596.0
32.0,593.0
21.0,457.0
34.0,616.0
30.0,553.0
22.0,458.0
30.0,566.0
33.0,624.0
30.0,572.0
26.0,507.0
31.0,614.0
21.0,455.0
33.0,615.0
30.0,576.0
21.0,472.0
28.0,565.0
27.0,571.0
33.0,606.0
25.0,550.0
32.0,610.0
33.0,608.0
21.0,466.0
35.0,642.0
28.0,542.0
29.0,578.0
37.0,634.0
19.0,446.0
31.0,587.0
28.0,565.0
26.0,523.0
24.0,541.0
28.0,546.0
29.0,572.0
25.0,528.0
28.0,554.0
24.0,511.0
43.0,711.0
40.0,678.0
38.0,676.0
32.0,611.0
24.0,486.0
38.0,633.0
32.0,620.0
41.0,680.0
26.0,527.0
25.0,525.0
34.0,629.0
36.0,663.0
33.0,582.0
27.0,558.0
27.0,551.0
30.0,594.0
29.0,566.0
30.0,589.0
29.0,569.0
35.0,618.0
28.0,573.0
29.0,595.0
29.0,583.0
36.0,620.0
31.0,590.0
30.0,585.0
27.0,546.0
34.0,617.0
25.0,507.0
29.0,561.0
27.0,542.0
32.0,613.0
31.0,608.0
23.0,508.0
29.0,574.0
26.0,524.0
27.0,552.0
29.0,566.0
41.0,677.0
31.0,580.0
29.0,577.0
31.0,595.0
28.0,544.0
26.0,532.0
29.0,588.0
26.0,543.0
34.0,626.0
24.0,516.0
33.0,611.0
35.0,647.0
26.0,542.0
21.0,465.0
34.0,622.0
32.0,598.0
29.0,556.0
26.0,524.0
23.0,497.0
35.0,636.0
26.0,566.0
28.0,589.0
29.0,567.0
21.0,456.0
32.0,618.0
27.0,559.0
25.0,515.0
26.0,548.0
32.0,608.0
28.0,557.0
32.0,642.0
33.0,607.0
33.0,589.0
26.0,510.0
21.0,494.0
30.0,591.0
29.0,560.0
29.0,567.0
38.0,646.0
28.0,558.0
26.0,530.0
31.0,614.0
31.0,576.0
23.0,496.0
21.0,463.0
32.0,613.0
27.0,534.0
30.0,595.0
29.0,591.0
26.0,545.0
27.0,536.0
30.0,618.0
31.0,591.0
37.0,666.0
32.0,589.0
22.0,476.0
30.0,592.0
38.0,673.0
22.0,478.0
16.0,410.0
25.0,504.0
28.0,543.0
32.0,591.0
33.0,619.0
27.0,540.0
25.0,530.0
26.0,538.0
36.0,636.0
30.0,605.0
33.0,618.0
25.0,534.0
41.0,705.0
26.0,568.0
32.0,616.0
35.0,634.0
26.0,525.0
29.0,592.0
37.0,619.0
33.0,623.0
34.0,616.0
26.0,536.0
24.0,500.0
30.0,588.0
32.0,581.0
30.0,576.0
30.0,588.0
34.0,619.0
24.0,509.0
29.0,575.0
41.0,674.0
26.0,540.0
21.0,473.0
33.0,630.0
34.0,610.0
33.0,635.0
34.0,614.0
31.0,583.0
32.0,608.0
26.0,529.0
24.0,501.0
35.0,628.0
28.0,534.0
26.0,510.0
31.0,588.0
26.0,537.0
33.0,604.0
32.0,559.0
32.0,605.0
28.0,553.0
38.0,651.0
29.0,575.0
31.0,575.0
33.0,609.0
34.0,597.0
42.0,721.0
30.0,591.0
26.0,531.0
26.0,520.0
30.0,568.0
26.0,538.0
34.0,612.0
39.0,663.0
26.0,554.0
28.0,527.0
25.0,524.0
33.0,607.0
36.0,613.0
29.0,555.0
38.0,676.0
22.0,510.0
31.0,603.0
29.0,584.0
22.0,481.0
28.0,553.0
29.0,535.0
28.0,565.0
24.0,509.0
27.0,550.0
32.0,615.0
37.0,657.0
30.0,590.0
21.0,465.0
41.0,664.0
41.0,690.0
29.0,583.0
26.0,541.0
35.0,635.0
41.0,688.0
23.0,472.0
22.0,475.0
41.0,705.0
24.0,509.0
29.0,571.0
38.0,679.0
28.0,546.0
24.0,496.0
25.0,488.0
43.0,700.0
38.0,646.0
36.0,638.0
24.0,543.0
28.0,553.0
27.0,542.0
22.0,451.0
32.0,598.0
30.0,578.0
30.0,578.0
38.0,639.0
27.0,527.0
30.0,579.0
36.0,636.0
33.0,610.0
26.0,530.0
34.0,637.0
26.0,544.0
25.0,536.0
32.0,613.0
28.0,563.0
32.0,601.0
34.0,635.0
24.0,515.0
33.0,606.0
29.0,539.0
31.0,596.0
30.0,607.0
26.0,523.0
30.0,579.0
33.0,600.0
41.0,670.0
37.0,647.0
40.0,697.0
29.0,576.0
28.0,525.0
29.0,548.0
32.0,578.0
29.0,590.0
36.0,627.0
34.0,627.0
36.0,644.0
32.0,620.0
31.0,588.0
32.0,598.0
27.0,555.0
34.0,604.0
38.0,681.0
32.0,601.0
34.0,609.0
36.0,650.0
38.0,638.0
38.0,667.0
13.0,299.0
27.0,564.0
30.0,576.0
24.0,502.0
30.0,601.0
27.0,546.0
35.0,655.0
35.0,634.0
33.0,602.0
33.0,625.0
34.0,636.0
32.0,617.0
30.0,577.0
25.0,513.0
28.0,554.0
31.0,583.0
32.0,597.0
26.0,538.0
37.0,644.0
22.0,495.0
34.0,601.0
37.0,661.0
30.0,569.0
27.0,540.0
28.0,557.0
35.0,620.0
35.0,601.0
31.0,586.0
30.0,602.0
18.0,385.0
31.0,608.0
32.0,609.0
27.0,514.0
32.0,609.0
28.0,565.0
30.0,578.0
24.0,506.0
27.0,559.0
25.0,527.0
34.0,651.0
28.0,545.0
42.0,681.0
34.0,614.0
37.0,652.0
31.0,587.0
29.0,573.0
25.0,519.0
43.0,700.0
31.0,621.0
29.0,611.0
29.0,579.0
21.0,447.0
30.0,603.0
20.0,446.0
26.0,542.0
32.0,602.0
23.0,495.0
33.0,590.0
26.0,544.0
34.0,630.0
37.0,653.0
36.0,641.0
28.0,562.0
26.0,493.0
32.0,588.0
37.0,649.0
24.0,514.0
30.0,588.0
28.0,551.0
21.0,471.0
29.0,594.0
29.0,566.0
28.0,538.0
32.0,607.0
35.0,620.0
26.0,544.0
28.0,553.0
21.0,480.0
35.0,612.0
25.0,542.0
36.0,634.0
26.0,547.0
20.0,437.0
36.0,656.0
31.0,616.0
32.0,613.0
21.0,462.0
27.0,589.0
30.0,561.0
27.0,558.0
17.0,398.0
29.0,556.0
24.0,503.0
36.0,643.0
33.0,609.0
40.0,679.0
23.0,465.0
27.0,528.0
32.0,593.0
30.0,568.0
32.0,601.0
23.0,498.0
31.0,602.0
35.0,598.0
18.0,423.0
26.0,496.0
37.0,656.0
33.0,609.0
24.0,496.0
34.0,632.0
23.0,486.0
28.0,555.0
25.0,527.0
22.0,482.0
26.0,496.0
28.0,525.0
28.0,520.0
30.0,577.0
31.0,613.0
33.0,591.0
39.0,672.0
26.0,525.0
30.0,580.0
39.0,683.0
35.0,627.0
36.0,635.0
31.0,603.0
32.0,588.0
36.0,660.0
30.0,577.0
29.0,587.0
27.0,548.0
29.0,573.0
31.0,627.0
21.0,456.0
25.0,509.0
31.0,559.0
33.0,593.0
32.0,584.0
38.0,660.0
26.0,528.0
27.0,572.0
27.0,553.0
26.0,542.0
25.0,536.0
29.0,569.0
19.0,432.0
33.0,631.0
26.0,533.0
29.0,586.0
33.0,620.0
31.0,588.0
23.0,503.0
33.0,596.0
40.0,679.0
36.0,644.0
35.0,640.0
27.0,534.0
32.0,589.0
29.0,583.0
44.0,723.0
29.0,558.0
32.0,611.0
24.0,489.0
37.0,633.0
27.0,549.0
29.0,571.0
37.0,616.0
32.0,583.0
41.0,654.0
35.0,655.0
39.0,672.0
28.0,550.0
30.0,592.0
34.0,635.0
23.0,477.0
33.0,608.0
40.0,678.0
22.0,474.0
22.0,508.0
25.0,509.0
35.0,617.0
27.0,533.0
28.0,556.0
31.0,575.0
33.0,644.0
25.0,514.0
25.0,517.0
33.0,611.0
33.0,623.0
32.0,613.0
32.0,574.0
28.0,535.0
33.0,592.0
30.0,590.0
27.0,565.0
30.0,582.0
27.0,552.0
31.0,607.0
27.0,572.0
33.0,600.0
42.0,678.0
28.0,553.0
35.0,626.0
28.0,567.0
28.0,576.0
17.0,400.0
31.0,584.0
33.0,626.0
20.0,429.0
30.0,592.0
24.0,542.0
32.0,602.0
32.0,613.0
28.0,577.0
27.0,547.0
23.0,488.0
40.0,660.0
25.0,521.0
24.0,479.0
26.0,508.0
31.0,570.0
24.0,522.0
32.0,592.0
31.0,577.0
23.0,499.0
33.0,584.0
24.0,529.0
26.0,507.0
25.0,524.0
26.0,530.0
33.0,605.0
32.0,619.0
32.0,593.0
20.0,440.0
34.0,621.0
34.0,615.0
28.0,556.0
42.0,670.0
35.0,626.0
30.0,563.0
35.0,626.0
37.0,640.0
31.0,594.0
25.0,507.0
20.0,428.0
39.0,683.0
33.0,620.0
42.0,684.0
31.0,592.0
32.0,598.0
28.0,567.0
29.0,549.0
35.0,644.0
28.0,569.0
31.0,593.0
30.0,553.0
26.0,513.0
28.0,554.0
34.0,627.0
24.0,524.0
25.0,489.0
29.0,575.0
29.0,564.0
30.0,574.0
37.0,667.0
32.0,613.0
30.0,562.0
28.0,555.0
28.0,559.0
31.0,559.0
38.0,671.0
34.0,630.0
29.0,557.0
34.0,606.0
26.0,529.0
23.0,471.0
20.0,441.0
19.0,440.0
37.0,654.0
34.0,620.0
31.0,609.0
26.0,524.0
35.0,600.0
27.0,530.0
38.0,681.0
31.0,597.0
23.0,491.0
33.0,620.0
29.0,569.0
44.0,713.0
36.0,631.0
35.0,628.0
26.0,526.0
27.0,561.0
32.0,605.0
19.0,429.0
35.0,634.0
28.0,561.0
42.0,678.0
27.0,546.0
28.0,557.0
24.0,514.0
35.0,630.0
26.0,533.0
32.0,615.0
30.0,598.0
31.0,591.0
29.0,562.0
29.0,560.0
22.0,464.0
35.0,619.0
26.0,521.0
39.0,672.0
26.0,520.0
23.0,488.0
39.0,673.0
27.0,563.0
31.0,585.0
22.0,481.0
30.0,563.0
23.0,503.0
33.0,632.0
19.0,432.0
23.0,459.0
45.0,707.0
25.0,528.0
31.0,593.0
28.0,550.0
30.0,585.0
23.0,496.0
38.0,666.0
38.0,666.0
33.0,601.0
36.0,631.0
26.0,539.0
24.0,510.0
32.0,604.0
28.0,545.0
28.0,574.0
39.0,672.0
24.0,493.0
35.0,631.0
27.0,543.0
27.0,538.0
33.0,603.0
38.0,654.0
30.0,575.0
33.0,602.0
30.0,571.0
27.0,545.0
30.0,577.0
29.0,566.0
39.0,696.0
26.0,523.0
31.0,610.0
26.0,521.0
32.0,612.0
35.0,635.0
29.0,587.0
36.0,608.0
29.0,571.0
28.0,570.0
31.0,589.0
30.0,593.0
25.0,514.0
20.0,480.0
34.0,642.0
29.0,571.0
34.0,633.0
36.0,644.0
34.0,639.0
26.0,549.0
34.0,611.0
28.0,544.0
25.0,511.0
46.0,736.0
36.0,660.0
30.0,578.0
34.0,627.0
27.0,535.0
16.0,381.0
33.0,597.0
23.0,480.0
30.0,577.0
30.0,565.0
32.0,610.0
30.0,604.0
32.0,608.0
29.0,544.0
32.0,612.0
33.0,610.0
20.0,455.0
24.0,525.0
31.0,588.0
29.0,559.0
32.0,587.0
29.0,568.0
26.0,533.0
23.0,491.0
35.0,615.0
26.0,519.0
30.0,581.0
33.0,624.0
27.0,550.0
40.0,667.0
31.0,583.0
29.0,568.0
30.0,606.0
39.0,664.0
23.0,469.0
34.0,625.0
26.0,507.0
23.0,499.0
25.0,527.0
27.0,546.0
31.0,597.0
29.0,554.0
37.0,633.0
28.0,547.0
24.0,523.0
29.0,574.0
32.0,619.0
34.0,609.0
34.0,620.0
34.0,623.0
24.0,495.0
25.0,524.0
40.0,680.0
31.0,590.0
25.0,508.0
28.0,541.0
22.0,439.0
29.0,571.0
27.0,558.0
37.0,655.0
35.0,630.0
30.0,564.0
23.0,474.0
35.0,627.0
28.0,549.0
30.0,565.0
18.0,408.0
31.0,580.0
27.0,567.0
31.0,598.0
27.0,546.0
28.0,564.0
26.0,549.0
30.0,574.0
34.0,604.0
43.0,695.0
29.0,586.0
33.0,626.0
21.0,477.0
29.0,569.0
25.0,523.0
27.0,534.0
25.0,507.0
27.0,532.0
29.0,554.0
28.0,556.0
35.0,643.0
32.0,599.0
23.0,473.0
26.0,534.0
23.0,519.0
24.0,491.0
32.0,616.0
33.0,623.0
25.0,519.0
32.0,603.0
36.0,652.0
32.0,593.0
33.0,611.0
31.0,596.0
27.0,531.0
26.0,547.0
27.0,558.0
27.0,541.0
26.0,513.0
23.0,489.0
41.0,689.0
29.0,531.0
24.0,500.0
26.0,525.0
34.0,624.0
34.0,622.0
29.0,568.0
34.0,660.0
30.0,596.0
34.0,626.0
30.0,582.0
41.0,682.0
33.0,627.0
37.0,644.0
26.0,509.0
35.0,643.0
29.0,554.0
30.0,554.0
40.0,685.0
27.0,563.0
22.0,498.0
29.0,557.0
23.0,490.0
37.0,647.0
36.0,628.0
24.0,535.0
34.0,603.0
30.0,604.0
21.0,445.0
25.0,505.0
28.0,546.0
38.0,661.0
28.0,564.0
29.0,555.0
27.0,561.0
30.0,604.0
25.0,533.0
26.0,509.0
31.0,589.0
33.0,620.0
29.0,585.0
31.0,582.0
34.0,631.0
41.0,681.0
31.0,578.0
24.0,503.0
33.0,628.0
31.0,591.0
26.0,511.0
30.0,599.0
24.0,482.0
34.0,622.0
41.0,688.0
29.0,560.0
26.0,558.0
37.0,669.0
34.0,629.0
23.0,510.0
28.0,570.0
24.0,519.0
19.0,393.0
30.0,598.0
32.0,612.0
23.0,472.0
23.0,508.0
25.0,500.0
29.0,550.0
35.0,633.0
28.0,559.0
20.0,435.0
28.0,586.0
29.0,587.0
38.0,654.0
23.0,491.0
35.0,620.0
39.0,667.0
33.0,614.0
31.0,588.0
20.0,453.0
49.0,741.0
28.0,539.0
27.0,549.0
24.0,483.0
38.0,689.0
26.0,544.0
31.0,570.0
30.0,598.0
24.0,504.0
30.0,560.0
30.0,575.0
27.0,554.0
32.0,598.0
33.0,614.0
35.0,637.0
30.0,561.0
36.0,628.0
31.0,606.0
33.0,621.0
32.0,594.0
30.0,599.0
27.0,524.0
27.0,532.0
24.0,509.0
34.0,631.0
22.0,479.0
35.0,618.0
28.0,563.0
26.0,530.0
32.0,596.0
35.0,623.0
32.0,615.0
30.0,579.0
24.0,500.0
25.0,529.0
37.0,660.0
37.0,651.0
30.0,560.0
31.0,584.0
34.0,622.0
28.0,565.0
32.0,590.0
20.0,430.0
34.0,612.0
39.0,676.0
31.0,569.0
24.0,497.0
31.0,585.0
36.0,635.0
32.0,621.0
32.0,606.0
24.0,479.0
18.0,391.0
28.0,555.0
23.0,492.0
33.0,629.0
33.0,615.0
26.0,538.0
30.0,558.0
19.0,426.0
31.0,602.0
36.0,638.0
31.0,577.0
31.0,600.0
36.0,633.0
27.0,558.0
23.0,473.0
26.0,544.0
38.0,652.0
27.0,574.0
24.0,530.0
19.0,442.0
22.0,457.0
39.0,667.0
37.0,647.0
33.0,606.0
28.0,534.0
34.0,626.0
35.0,649.0
30.0,565.0
25.0,523.0
27.0,546.0
29.0,558.0
32.0,602.0
27.0,552.0
30.0,566.0
34.0,616.0
27.0,536.0
27.0,545.0
32.0,627.0
31.0,606.0
31.0,572.0
35.0,624.0
28.0,558.0
41.0,685.0
39.0,657.0
34.0,613.0
31.0,605.0
16.0,360.0
39.0,676.0
34.0,635.0
34.0,625.0
31.0,583.0
35.0,636.0
39.0,649.0
28.0,552.0
29.0,551.0
31.0,605.0
30.0,565.0
20.0,457.0
31.0,576.0
23.0,496.0
24.0,496.0
22.0,492.0
20.0,464.0
35.0,638.0
38.0,660.0
25.0,501.0
43.0,677.0
30.0,589.0
32.0,587.0
30.0,603.0
26.0,528.0
30.0,567.0
22.0,452.0
30.0,574.0
25.0,553.0
30.0,580.0
30.0,578.0
28.0,551.0
26.0,544.0
39.0,633.0
26.0,522.0
28.0,568.0
26.0,540.0
24.0,484.0
29.0,581.0
23.0,455.0
39.0,690.0
31.0,561.0
41.0,685.0
25.0,527.0
35.0,623.0
37.0,648.0
33.0,612.0
29.0,571.0
31.0,605.0
20.0,446.0
27.0,548.0
26.0,554.0
27.0,534.0
38.0,667.0
24.0,505.0
24.0,496.0
42.0,707.0
27.0,571.0
28.0,569.0
32.0,592.0
24.0,515.0
36.0,648.0
31.0,581.0
25.0,512.0
29.0,551.0
30.0,602.0
27.0,566.0
25.0,528.0
27.0,553.0
33.0,611.0
21.0,453.0
42.0,693.0
30.0,570.0
36.0,634.0
36.0,649.0
29.0,569.0
33.0,595.0
27.0,536.0
29.0,597.0
29.0,566.0
37.0,663.0
30.0,559.0
27.0,541.0
39.0,673.0
28.0,549.0
31.0,601.0
30.0,590.0
30.0,591.0
36.0,627.0
29.0,569.0
37.0,634.0
25.0,544.0
21.0,464.0
21.0,475.0
27.0,556.0
30.0,540.0
33.0,622.0
31.0,568.0
24.0,503.0
29.0,550.0
28.0,545.0
33.0,619.0
38.0,645.0
28.0,567.0
38.0,654.0
29.0,580.0
31.0,600.0
31.0,585.0
24.0,480.0
35.0,648.0
31.0,584.0
38.0,654.0
31.0,594.0
28.0,538.0
26.0,526.0
29.0,561.0
26.0,534.0
35.0,631.0
31.0,595.0
33.0,613.0
29.0,554.0
29.0,564.0
19.0,410.0
29.0,579.0
27.0,542.0
30.0,598.0
33.0,618.0
24.0,505.0
31.0,585.0
25.0,509.0
35.0,643.0
28.0,551.0
37.0,656.0
19.0,429.0
25.0,518.0
19.0,421.0
36.0,635.0
23.0,498.0
38.0,657.0
36.0,616.0
36.0,641.0
30.0,585.0
26.0,522.0
36.0,623.0
33.0,614.0
31.0,594.0
35.0,642.0
40.0,693.0
27.0,542.0
32.0,582.0
29.0,562.0
41.0,673.0
31.0,615.0
38.0,630.0
36.0,605.0
22.0,458.0
38.0,671.0
29.0,550.0
33.0,620.0
26.0,544.0
30.0,561.0
32.0,611.0
33.0,622.0
35.0,655.0
29.0,565.0
32.0,615.0
18.0,408.0
37.0,634.0
32.0,608.0
27.0,546.0
26.0,533.0
29.0,585.0
27.0,571.0
19.0,421.0
25.0,506.0
21.0,483.0
33.0,611.0
24.0,526.0
31.0,610.0
31.0,633.0
27.0,525.0
28.0,555.0
29.0,559.0
19.0,434.0
29.0,562.0
25.0,533.0
22.0,442.0
26.0,519.0
21.0,448.0
23.0,503.0
35.0,655.0
29.0,562.0
31.0,594.0
33.0,599.0
30.0,575.0
27.0,547.0
33.0,609.0
25.0,516.0
32.0,586.0
34.0,606.0
32.0,587.0
30.0,568.0
35.0,652.0
33.0,635.0
32.0,571.0
29.0,587.0
31.0,600.0
37.0,658.0
47.0,731.0
31.0,592.0
32.0,587.0
26.0,528.0
26.0,521.0
28.0,536.0
32.0,622.0
22.0,482.0
28.0,561.0
24.0,513.0
22.0,464.0
23.0,507.0
29.0,552.0
25.0,543.0
34.0,621.0
31.0,595.0
26.0,517.0
33.0,602.0
32.0,595.0
29.0,583.0
26.0,533.0
22.0,466.0
35.0,634.0
29.0,579.0
24.0,525.0
35.0,654.0
28.0,561.0
31.0,601.0
27.0,539.0
31.0,587.0
34.0,640.0
26.0,540.0
37.0,636.0
32.0,612.0
26.0,536.0
31.0,570.0
31.0,587.0
33.0,613.0
34.0,601.0
29.0,569.0
23.0,499.0
35.0,622.0
24.0,509.0
35.0,634.0
24.0,480.0
28.0,555.0
30.0,606.0
38.0,662.0
28.0,555.0
33.0,605.0
30.0,578.0
29.0,566.0
26.0,528.0
25.0,501.0
25.0,519.0
29.0,560.0
26.0,531.0
42.0,692.0
27.0,544.0
35.0,625.0
42.0,692.0
28.0,573.0
23.0,490.0
39.0,652.0
35.0,609.0
16.0,383.0
31.0,599.0
37.0,620.0
46.0,730.0
28.0,552.0
26.0,533.0
25.0,534.0
32.0,602.0
38.0,637.0
26.0,525.0
30.0,592.0
20.0,439.0
28.0,552.0
31.0,593.0
38.0,644.0
41.0,688.0
33.0,622.0
31.0,600.0
33.0,590.0
25.0,541.0
25.0,536.0
20.0,437.0
28.0,546.0
28.0,586.0
24.0,517.0
29.0,550.0
27.0,520.0
35.0,642.0
32.0,615.0
23.0,498.0
30.0,581.0
35.0,615.0
33.0,579.0
27.0,535.0
32.0,605.0
31.0,578.0
26.0,550.0
30.0,586.0
33.0,639.0
30.0,603.0
33.0,642.0
33.0,622.0
32.0,607.0
26.0,531.0
37.0,688.0
35.0,615.0
39.0,650.0
37.0,653.0
33.0,617.0
26.0,518.0
35.0,632.0
24.0,508.0
37.0,643.0
28.0,573.0
26.0,512.0
24.0,495.0
28.0,540.0
32.0,554.0
31.0,614.0
32.0,597.0
24.0,533.0
30.0,588.0
29.0,570.0
31.0,569.0
35.0,609.0
24.0,467.0
31.0,579.0
23.0,482.0
32.0,632.0
36.0,655.0
39.0,682.0
32.0,611.0
29.0,556.0
25.0,549.0
39.0,678.0
41.0,679.0
29.0,576.0
24.0,499.0
37.0,651.0
31.0,563.0
34.0,630.0
23.0,528.0
24.0,509.0
36.0,650.0
22.0,468.0
44.0,723.0
30.0,574.0
29.0,549.0
22.0,447.0
25.0,521.0
35.0,638.0
38.0,650.0
24.0,503.0
38.0,663.0
22.0,485.0
23.0,498.0
25.0,534.0
27.0,518.0
28.0,560.0
30.0,578.0
37.0,656.0
34.0,617.0
37.0,669.0
29.0,599.0
31.0,586.0
29.0,559.0
33.0,628.0
32.0,604.0
26.0,533.0
35.0,640.0
34.0,619.0
42.0,685.0
35.0,612.0
33.0,611.0
35.0,634.0
30.0,592.0
27.0,545.0
32.0,595.0
29.0,572.0
30.0,581.0
26.0,541.0
23.0,490.0
39.0,675.0
30.0,598.0
25.0,515.0
23.0,512.0
19.0,423.0
25.0,521.0
27.0,525.0
34.0,641.0
40.0,672.0
31.0,570.0
33.0,585.0
24.0,527.0
31.0,584.0
36.0,634.0
30.0,587.0
36.0,656.0
33.0,609.0
34.0,616.0
29.0,538.0
26.0,542.0
24.0,502.0
31.0,588.0
42.0,692.0
26.0,542.0
33.0,645.0
30.0,559.0
30.0,564.0
32.0,600.0
33.0,619.0
36.0,664.0
24.0,512.0
23.0,508.0
30.0,576.0
34.0,596.0
20.0,456.0
30.0,605.0
35.0,663.0
30.0,576.0
40.0,702.0
33.0,633.0
32.0,576.0
31.0,578.0
25.0,543.0
17.0,439.0
40.0,661.0
28.0,589.0
33.0,600.0
27.0,544.0
27.0,580.0
26.0,529.0
24.0,542.0
36.0,672.0
26.0,531.0
30.0,589.0
36.0,627.0
32.0,592.0
37.0,661.0
30.0,558.0
24.0,513.0
26.0,537.0
25.0,550.0
34.0,607.0
29.0,554.0
37.0,651.0
30.0,558.0
47.0,708.0
35.0,639.0
34.0,612.0
29.0,585.0
26.0,529.0
26.0,542.0
28.0,601.0
32.0,611.0
23.0,514.0
25.0,534.0
26.0,545.0
40.0,670.0
33.0,624.0
31.0,605.0
29.0,568.0
23.0,512.0
26.0,530.0
34.0,634.0
29.0,593.0
29.0,597.0
38.0,657.0
17.0,394.0
18.0,419.0
37.0,666.0
32.0,612.0
30.0,590.0
28.0,588.0
35.0,624.0
34.0,597.0
31.0,580.0
34.0,632.0
33.0,620.0
29.0,581.0
30.0,599.0
23.0,482.0
36.0,640.0
34.0,612.0
35.0,622.0
27.0,540.0
34.0,625.0
17.0,413.0
32.0,599.0
22.0,486.0
21.0,494.0
